"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2004","Confirmed","Kamal Hossain",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ajker Kagoj","Print Reporter","Crime","Print","Bangladesh","Manikcchari ",,,"Manikcchari ",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2006","Confirmed","Kamal Manahi Anbar",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kamal_manahi_anbar_iraq_2006.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Kamel abu al-Walid",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Jarabulus Media Office","Photographer","War","Internet","Syria","Afrin",,,"Afrin",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2004","Confirmed","Karam Hussein",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/karam_hussein_iraq_2004.jpg","","Journalist",,"Murder","Killed","Staff","European Pressphoto Agency","Photographer","War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2017","Confirmed","Karam Kabishou",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Sama TV","Camera Operator","War,Culture","Television","Syria","Umm Haratin",,,"Umm Haratin","Idlib","Local","Political Group,Paramilitary Group","Confirmed","No",,,,,,,,,,,,,,
"2006","Confirmed","Karen Fischer",,,,,"Female",,,"Journalist",,"Murder","Killed","Freelance","freelance","Broadcast Reporter","Politics,War","Radio","Afghanistan","Baghlan",,,"Baghlan",,"Foreign",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Karim Fakhrawi",,"Bahrain",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Karim%252520Fakhraw1i.jpg","","Journalist",,"Dangerous Assignment","Killed","Freelance","Al-Wasat","Publisher/Owner","Human Rights,Politics","Print","Bahrain","Manama",,,"Manama",,"Local","Government Officials","Confirmed",,,,,,,,,,,,,,,
"1993","Confirmed","Karmela Sojanovic",,"Bosnia",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Oslobodjenje","Print Reporter","War","Print","Bosnia","Sarajevo",,,"Sarajevo",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Karun Misra",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jansandesh Times","Print Reporter","Corruption,Crime,Politics","Print","India","Sultanpur, Uttar Pradesh",,,"Sultanpur, Uttar Pradesh",,"Local","Criminal Group, Local Residents","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Kaset Puengpak",,"Thailand",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Thai Rath","Print Reporter","Corruption,Crime","Print","Thailand","Viset Chaichan",,,"Viset Chaichan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Kate Peyton",,,,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/Peyton.2005.somalia1.jpg","BBC","Journalist",,"Murder","Killed","Staff","BBC","Producer","Politics,War","Television","Somalia","Mogadishu",,,"Mogadishu",,"Foreign","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Kaveh Golestan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kaveh_golestan_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Camera Operator","War","Television","Iraq","Kifri",,,"Kifri",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2013","Confirmed","Kawa Garmyane",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rayel, Awene","Editor,Print Reporter","Corruption,Crime,Politics","Print,Internet","Iraq","Kalar, Sulaymaniyah",,,"Kalar, Sulaymaniyah",,"Local",,"Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Kazbek Gekkiyev",,"Russia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/gekkiyev_rtrs2.jpg","Reuters","Journalist",,"Murder","Killed","Staff","VGTRK","Broadcast Reporter","Culture","Television","Russia","Nalchik",,,"Nalchik",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Kemal Kilic",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Ozgur Gundem","Print Reporter","Human Rights","Print","Turkey","Kulunce Village",,,"Kulunce Village",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Ken Oosterbroek",,"South Africa",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/ap_oosterbroek_rs.jpg_a37fafa7-205f-4c01-a490-d174da0d5db9.jpeg","AP Photo/David Brauchli","Journalist",,"Crossfire","Killed","Staff","The Star","Photographer","War","Print","South Africa","Thokoza",,,"Thokoza",,"Local","Military Officials","Confirmed","No",,,,,,,,,,,,,,
"2015","Confirmed","Kenji Goto",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Kenji-Goto200.jpg","Getty","Journalist",,"Murder","Killed","Freelance","Freelance","Camera Operator,Photographer,Internet Reporter","Culture,Human Rights,Politics,War","Television,Internet","Syria","Unknown",,,"Unknown",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2007","Confirmed","Kenji Nagai",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kenji_nagai_burma_2007.jpg","","Journalist",,"Dangerous Assignment","Killed","Staff","APF News","Camera Operator,Photographer","Human Rights,Politics","Print,Television","Myanmar","Rangoon",,,"Rangoon",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2001","Confirmed","Kerem Lawton",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kerem_lawton_yugoslavia_2001.jpg","","Journalist",,"Crossfire","Killed","Staff","Associated Press Television News","Producer","War","Television","Yugoslavia","Krivenik, Kosovo",,,"Krivenik, Kosovo",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1995","Confirmed","Khadija Dahmani",,"Algeria",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Echourouk al-Arabi","Print Reporter","War","Print","Algeria","Algiers",,,"Algiers",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Khaled Abdel Thamer",,"Iraq",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Al-Iraqiya","Camera Operator","Politics","Television","Iraq","Hilla, Babil province",,,"Hilla, Babil province","Hilla, Babil province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2005","Confirmed","Khaled al-Attar",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Iraqiya","Columnist/Commentator,Producer","War","Television","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2017","Confirmed","Khaled al-Khateb",,"Syria",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","RT","Broadcast Reporter,Camera Operator","War","Television","Syria","Sukhna",,,"Sukhna","Homs","Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2015","Confirmed","Khaled al-Washli",,"Yemen",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Al-Masirah TV","Broadcast Reporter","Human Rights,Politics,War","Television","Yemen","Dhamar",,,"Dhamar",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Khaled al-Zintani ",,"Libya",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","War","Television,Internet","Libya","Benghazi",,,"Benghazi",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2016","Confirmed","Khaled Eissa ",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/khaledeissa250.jpg","Screenshot from Khaled Eissa's Instagram account, @khaledesa9","Journalist",,"Murder","Killed","Freelance","Freelance","Camera Operator,Photographer","Human Rights,War","Television,Internet","Syria","Aleppo",,,"Aleppo",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Khaled Fayyad Obaid al-Hamdani",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Nahrain","Producer","Culture,Sports","Television","Iraq","Abu Ghraib",,,"Abu Ghraib",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2006","Confirmed","Khaled Mahmoud al-Falahi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Wasan Productions and Al-Arabiya","Camera Operator","War","Television","Iraq","Samarra",,,"Samarra",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Khaled Reyadh Hamad",,"Israel and the Occupied Palestinian Territory",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Continue Production Films","Camera Operator,Photographer","Human Rights,Politics,War","Television","Israel and the Occupied Palestinian Territory","Gaza",,,"Gaza",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Khalid Ali Hamada",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Ahad TV","Camera Operator","War","Television","Iraq","Diyala province",,,"Diyala province","Diyala province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Khalid W. Hassan",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/nyt.hassan12.jpg","New York Times","Journalist",,"Murder","Killed","Staff","The New York Times","Print Reporter","War","Print","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Khamail Khalaf ",,"Iraq",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/khamail_khalaf_iraq_2007.jpg","","Journalist",,"Murder","Killed","Staff","Radio Free Iraq","Broadcast Reporter","Culture","Radio","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2008","Confirmed","Khem Sambo",,"Cambodia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Moneaseka Khmer","Print Reporter","Politics","Print","Cambodia","Phnom Penh",,,"Phnom Penh",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1992","Confirmed","Khushvaht Muborakshoev",,"Tajikistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/muborakshoev-tajikistan.92.CJES.jpg",,"Journalist",,"Murder","Killed","Staff","Tajikistan State Television","Broadcast Reporter",,"Television","Tajikistan",,,,,,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Khushvakht Haydarsho",,"Tajikistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Jumhuriyat","Columnist/Commentator","Corruption,Crime","Print","Tajikistan","Dushanbe",,,"Dushanbe",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Kim Wall",,"Sweden",,,"Female","https://cpj-photos.s3.amazonaws.com/Kim%20Wall-1-2017-08-30-1504125125586.jpg","Tom Wall","Journalist","Killed","Dangerous Assignment","Killed","Freelance","Freelance","Print Reporter","Culture,Human Rights,Politics","Print","Denmark","Copenhagen",,,"Copenhagen",,"Foreign","Local Residents","Confirmed",,"Yes",,,,,,,,,,,,,
"2018","Confirmed","Kirill Radchenko",,"Russia",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/AP_KirillRadchenko_killed.jpg_5f6acad3-9b4c-4e31-806c-226c30522134.jpeg","Vasily Maximov/AFP","Journalist","Killed","Dangerous Assignment","Killed","Freelance","The Investigations Management Centre (TsUR)","Camera Operator","Human Rights,Business,Corruption,Crime,War,Politics","Television","Central African Republic","Kémo",,,,"Kémo","Foreign","Criminal Group,Local Residents,Military Officials,Paramilitary Group,Political Group","Confirmed",,"No",,,,,,,,,,,,,
"1992","Confirmed","Kjasif Smajlovic",,"Bosnia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Oslobodjenje","Print Reporter","War","Print","Bosnia","Zvornik",,,"Zvornik",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Klein Cantoneros",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","DXAA-FM","Columnist/Commentator","Corruption,Crime","Radio","Philippines","Dipolog City",,,"Dipolog City",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Kotaro Ogawa",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","an area near Mahmoudiya ",,,"an area near Mahmoudiya ",,"Foreign","Political Group","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Kruno Marinovic",,"Bosnia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Croatian State Radio","Broadcast Reporter","War","Radio","Bosnia","Foca",,,"Foca",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2000","Confirmed","Kurt Schork",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/kurt_schork_sierra-leone_2000.jpg","Reuters","Journalist",,"Crossfire","Killed","Staff","Reuters","Print Reporter","War","Print","Sierra Leone","Rogberi Junction",,,"Rogberi Junction",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"1996","Confirmed","Kutlu Adali",,"Cyprus",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Yeni Duzen","Columnist/Commentator","Corruption,Crime","Print","Cyprus","Lefkosa",,,"Lefkosa",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1994","Confirmed","Lahcene Bensaadallah",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Irshad","Editor","Politics","Print","Algeria","Algiers",,,"Algiers",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Laith al-Dulaimi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Nahrain","Broadcast Reporter","War","Television","Iraq","south of Baghdad",,,"south of Baghdad",,"Local",,"Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2004","Confirmed","Lanka Jayasundara",,"Sri Lanka",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Wijeya Publications","Print Reporter","Culture,Sports","Print","Sri Lanka","Colombo",,,"Colombo",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"1998","Confirmed","Larisa Yudina",,"Russia",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/yudina-larisa.russia.1.1998.jpg","CJES","Journalist",,"Murder","Killed","Staff","Sovietskaya Kalmykia Segodnya","Editor","Corruption","Print","Russia","Elista",,,"Elista",,"Local","Government Officials","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"2016","Confirmed","Larry Que",,"Philippines",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/LarryQue_July2013Facebook.jpg_c77b4563-d70d-4dda-b091-ad26c5ef2fad.jpeg","Facebook/Larry Que","Journalist",,"Murder","Killed","Staff","Catanduanes News Now","Columnist/Commentator,Publisher/Owner","Corruption,Crime,Politics","Print","Philippines","Virac, Catanduanes",,,"Virac, Catanduanes",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Lasantha Wickramatunga",,"Sri Lanka",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/lasantha_wickramatunga.jpg","Courtesy Wickrematunge family","Journalist",,"Murder","Killed","Staff","The Sunday Leader","Editor","Human Rights,Politics,War","Print","Sri Lanka","an area outside Colombo",,,"an area outside Colombo",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2012","Confirmed","Lawrence Fahmy al-Naimi",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Shaam News Network","Camera Operator","Human Rights,War","Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2006","Confirmed","Layal Najib",,"Lebanon",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/layal_najib_lebanon_2006.jpg","AFP","Journalist",,"Crossfire","Killed","Freelance","freelance","Photographer","War","Print","Lebanon","Sadiqeen",,,"Sadiqeen",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2009","Confirmed","Lea Dalmacio",,"Philippines",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Socsargen News","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2012","Confirmed","Leiron Kogoya",,"Indonesia",,,"Male",,,"Journalist",,"Dangerous Assignment","Killed","Staff","Papua Pos Nabire and Pasifik Pos Dail","Print Reporter","Culture,Human Rights,Politics","Print,Internet","Indonesia","Mulia",,,"Mulia",,"Local",,"Confirmed",,,,,,,,,,,,,,,
"2018","Confirmed","Leobardo Vázquez Atzin",,"Mexico",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/AFP_LeobardoVzquezAtzin_killed.jpg_2eb5db28-a253-4ff0-ac66-3ef6dd1af850.jpeg","Victoria Razo/AFP","Journalist","Killed","Murder","Killed","Staff","Enlace Informativo Regional","Internet Reporter","Corruption,Crime,Politics","Internet","Mexico","Gutiérrez Zamora",,"Veracruz","Gutiérrez Zamora",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2019","Confirmed","Leonardo Gabriel Hernández",,"Honduras",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/GabrielHernandez.jpg_9b682b18-fa60-4952-9f51-8432b116213d.jpeg","Katy Carolina García","Journalist","Killed","Murder","Killed","Staff","Valle TV","Broadcast Reporter","Politics,Crime,Corruption","Television","Honduras","Nacaome","Valle",,"Nacaome",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Leslie Ann Pamela Montenegro del Real",,"Mexico",,,"Female",,,"Journalist","Killed","Murder","Killed","Staff","El Sillón","Internet Reporter,Columnist/Commentator","Politics,Culture","Internet","Mexico","Acapulco",,"Guerrero","Acapulco",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Leyla Yildizhan (Deniz Firat)",,,,,"Female",,,"Journalist",,"Crossfire","Killed","Freelance","Firat News Agency","Broadcast Reporter","Human Rights,Politics,War","Television,Internet","Iraq","Makhmur District",,,"Makhmur District",,"Foreign","Military Officials, Political Group","Confirmed",,,,,,,,,,,,,,,
"2013","Confirmed","Liban Abdullahi Farah",,"Somalia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kalsan TV","Broadcast Reporter","Politics","Television","Somalia","Puntland",,,"Puntland",,"Local",,"Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
